71187218,Rumble Kong Hyper Cat
574288548,Rumble Kong Pink
-1642522511,Rumble Kong Red
-1796742759,Rumble Kong Sky Blue
1579066087,Rumble Kong White Noise
1201187392,Rumble Kong Zebra
366591438,Santa Claus Skin
1349559340,Supducks
1054414051,Supducks
-819708144,Supducks
1117109465,Supducks
545588332,Human-Female
1693161301,Human-Male
-1920072172,Tribe Lost Realm
1990449721,Unicorn Golden
1620677385,Unicorn Hunter
-168409206,Unicorn Knight
1661070359,Unicorns Mage
1143474526,Unicorn Uni Mech
-582617897,Unicorn Ninja
-489608851,Unicorn Punk
-325984185,Unicorn Zombie
-1297854057,Vayne Sport
-1959315906,Voxies
-118299417,Women and Weapon a
-118299418,Women and Weapon b
-118299419,Women and Weapon c
-118299412,Women and Weapon d
-2032370571,Whale Together
438677088,Xmas Girl
-54702533,banana
-2060929901,special.christmasgun
709864463,trial_battleaxe
-364429210,p2e_battleaxe
1908006428,battleaxe
707770890,claws
-401780886,p2e_dagger
274666040,dagger
1480741547,slingshot
-764085565,trial_dagger
1993123096,
-486858845,trial_deagle
41913676,p2e_deagle
-1068639948,p2e_bruna8blasterpistol
259561238,deagle
580320424,deathscythe
792956923,diamondhand
1373401875,doublevoulge
1258387501,p2e_electrictoothbrush
-711338107,electrictoothbrush
2028976576,magnet
-1047202772,p2e_flowerbouquet
468798546,flowerbouquet
-327419561,heels
-1939578110,metakey
-54692344,katana
-314341392,bitcoin
440444641,lightsaber
464989713,p2e_monkeystaff
1388955593,monkeystaff
1749911013,rubberchicken
1324454453,p2e_sword
1070925405,sword
61410079,p2e_needle
-913854996,
1523132423,needle
-1110287584,p2e_umbrella
-1370561842,umbrella
-1335970985,p2e_walkingstick
2017168855,walkingstick
1965232394,crossbow
-1215753368,flamethrower
-1644433875,p2e_brunahandheldplasmaguzzy
727425658,rw_bruna8submachingun
-968578551,machinegun
1934306808,p2e_boatoar
-716604682,boatoar
2028176558,hammerofgods
-353794893,devineblade
1756126284,shotgun
-275157534,spacegun
1844381164,whip
-1959851327,plasmaorb
-1195120960,thecube
-672759842,nunchucks
-1402036460,p2e_flail
969887598,flail
1193422162,axe
1786431501,baseballbat
-1904800940,vsp_weapon
1085613206,butcherknife
-341113711,candygun
-637999907,boxinggloves
-1963288280,cleaver
838855019,dragonscimitar
867213360,p2e_icespear
-494855789,p2e_dragonscaleblade
531512796,p2e_lightningblade
-1456893072,p2e_splitfrostblade
-237143793,p2e_bruniumaxeofdeath
-866860937,p2e_brunaplasmablaster
384421880,rw_tenderizer
1159903015,echochamber
1852225292,p2e_megalomaniac
696029347,fal
-497266772,flaregun
-166059261,galil
-943443614,gnawinghunger
-1304607245,p2e_lastwish
-1370018351,rw_electrodecarbine
-1047762055,goldenchild
-488531693,guzzy
751069285,harpoon
-1948584577,broomstick
2066480670,p2e_brunafireaxe
-1252059217,hatchet
-1157600894,rw_brunagatlinggun
1800588299,ioncannon
1527975681,knife02
1690877390,lion'sroar
-1870523651,m4
922836836,mac10
-661824064,p2e_plasmagrenade
-74480446,molotovcocktail
1785291447,pistol02
978722393,pistol04
-68491413,remingtonshotgun
-1222686369,p2e_brunabubbleblaster
670810410,bubblegun
660508405,p2e_specialdelivery
1266401391,retribution
-1972106190,p2e_brunablasterpistol02
275983487,revolver
680937292,scout
883583663,onlysniper
-2055790988,rw_brunabattlerifle
2115549489,shuriken
694409550,shurikenblades
-1171265767,slugshotgun
1180833817,staffoflight
-1247440040,switchblade
727858909,thebarber
-1863141843,wakizashi
-1437341842,trial_cavemanclub
967146307,p2e_cavemanclub
117261131,cavemanclub
-1693734899,watercooler
-2046499119,p2e_bruna8plasmashotty
112881563,pumpanddump
761454201,asteroidbrown
311120882,asteroidgreen
1055009879,asteroidpink
-2031751982,
-2078435907,boredblaster
-1786025046,p2e_butterflynet
-269636372,butterflynet
-329123650,p2e_candycain
718641008,candycain
1175488767,
1687069833,
-1291686407,
372029328,pumpkin
